TR1100857,944965208,Patrica,GCYAYTA8Y1D,Gerber Baby Formula,Grocery,26.41,American Express,17,10-02-2017,Adamstown,Pitcairn Islands,newyorker.com,pay_id,success
TR1100858,250661645,Deanne,GCYT2PHYBB,10-lb Premium Brown Rice,Grocery,17.99,Discover ,18,10-02-2017,Pignataro Maggiore,Italy,amazon.com,pay_id,success
TR1100859,750321205,Celestine,GCYN1X027SK,Happy Baby Organic Infant Milk Powder,Grocery,33.31,American Express,7,10-02-2017,Yanji,China,t.me,pay_id,success
TR1100860,500851579,Glen,GCY484O8TPI,JiF Creamy Peanut Butter,Grocery,20.06,Crypto,22,10-02-2017,Novovoronezh,Russia,instructables.com,pay_id,success
TR1100861,659002841,Val,GCY6WG4DROB,The Original Donut Shop Coffee,Grocery,5.45,DinersClub ,12,10-02-2017,Murree,Pakistan,sfgate.com,pay_id,success
TR1100862,341297895,Dorsey,GCYY4ARGVTY,Welch's Fruit Snacks,Grocery,6.06,NYCE,16,10-02-2017,Qamdo,China,imdb.com,pay_id,success
TR1100863,934417193,Vickie,GCYBP776CF8,Frito Scoops,Grocery,16.43,Discover ,24,10-02-2017,TokÄr,Sudan,google.fr,pay_id,success
TR1100864,072864098,Alecia,GCY30BYNO6K,365 Whole Foods Organize Snap Peas,Grocery,10.48,Visa,8,10-02-2017,Canton,United States,standard.co.uk,pay_id,success
TR1100865,521137906,Jasmine,GCY62XV4FA2,1 lb Red Onions,Grocery,35.07,Visa,19,10-02-2017,LalÄ«bela,Ethiopia,ign.com,pay_id,success
TR1100866,282650867,Josef,GCY40BJN4IK,GoMacro MacroBars,Grocery,20.36,Crypto,21,10-02-2017,Benidorm,Spain,m.wikipedia.org,pay_id,success
TR1100867,448641568,Eddie,GCYBP776CF8,Frito Scoops,Grocery,16.43,PrepaidCard,12,10-02-2017,Stewartstown,United States,office.com,pay_id,success
TR1100868,038511412,Shelton,GCY9MO00GMB,Dawn Dish Soap Ultra,Grocery,8.97,Crypto,11,10-02-2017,Bellmead,United States,cdc.gov,pay_id,success
TR1100869,894587000,Jennings,GCY12VRBVE,Pototo Medley,Grocery,27.08,Crypto,5,10-02-2017,Uitenhage,South Africa,sapo.pt,pay_id,success
TR1100870,228111853,Johanna,GCY5VZIX84J,Carrington Chia Seed Blend,Grocery,18.04,Bitcoin,17,10-02-2017,Oberboihingen,Germany,jimdofree.com,pay_id,success
TR1100871,802441556,Jeanine,GCYIWT4DR0P,Natierra Organize freeze-dried mango,Grocery,20.22,Crypto,6,10-02-2017,Cabra,Spain,de.wikipedia.org,pay_id,success
TR1100872,192924064,Donna,GCY9MO00GMB,Dawn Dish Soap Ultra,Grocery,8.97,Personal Checking Account,4,10-02-2017,Luzhou,China,britannica.com,pay_id,success
TR1100873,928655341,Gertha,GCYP2AAPT1,1 lb White Onions,Grocery,28.96,American Express,8,10-02-2017,Nehoiu,Romania,usda.gov,pay_id,success
TR1100874,146938344,Judd,GCYCY4ALY2D,Quest Nutrition Bars,Grocery,25.48,Discover ,13,10-02-2017,Lappeenranta,Finland,howstuffworks.com,pay_id,success
TR1100875,444697914,Rory,GCY4VXIX34H,Starbucks Coffee Beans,Grocery,26.09,Bitcoin,17,10-02-2017,IsnÄ,Egypt,qq.com,pay_id,success
TR1100876,305528474,Raheem,GCY4VXIX34H,Starbucks Coffee Beans,Grocery,26.09,PrepaidCard,13,10-02-2017,DuÃŸlingen,Germany,www.gov.uk,pay_id,success
TR1100877,593035482,Paige,GCYBP776CF8,Frito Scoops,Grocery,16.43,Crypto,14,10-02-2017,Al á¸¨ajar al Aswad,Syria,theglobeandmail.com,pay_id,success
TR1100878,919610375,Zack,GCY556JN4RK,Hostess Twinkies,Grocery,11.34,E-wallet,23,10-02-2017,Des Moines,United States,whitehouse.gov,pay_id,success
TR1100879,721898503,Roxana,GCY484O8TPI,JiF Creamy Peanut Butter,Grocery,20.06,STAR,18,10-02-2017,Loppi,Finland,ggpht.com,pay_id,success
TR1100880,361487499,Sylvia,GCY62XV4FA2,1 lb Red Onions,Grocery,35.07,Bitcoin,4,10-02-2017,Qâ€™vareli,Georgia,gstatic.com,pay_id,success
TR1100881,790650817,Carroll,GCYA82I9OK,Lays Barbeque Chips,Grocery,27.57,Visa,22,10-02-2017,East Northport,United States,myspace.com,pay_id,success
TR1100882,564618784,Ralph,GCY12VRBVE,Pototo Medley,Grocery,27.08,Visa,8,10-02-2017,Boskoop,Netherlands,enable-javascript.com,pay_id,success
TR1100883,407734395,Anne,GCYMHB4W78K,FIJI Natural Water,Grocery,9.48,American Express,5,10-02-2017,Maywood,United States,kickstarter.com,pay_id,success
TR1100884,991243257,Terrell,GCY5VZIX84J,Carrington Chia Seed Blend,Grocery,18.04,E-wallet,22,10-02-2017,Pasadena Hills,United States,cnn.com,pay_id,success
TR1100885,228900881,Willa,GCYYBXANPT9,Lazza Super Crema Whole Bean Coffee,Grocery,6.30,STAR,13,10-02-2017,North Syracuse,United States,thefreedictionary.com,pay_id,success
TR1100886,031965884,Ottis,GCYAFBI2P8,Organic banana break mix ,Grocery,21.83,Bitcoin,14,10-02-2017,Charlestown,United States,zdf.de,pay_id,success
TR1100887,929005072,John,GCY12VRBVE,Pototo Medley,Grocery,27.08,NYCE,22,10-02-2017,Calintaan,Philippines,outlook.com,pay_id,success
TR1100888,790419245,Blair,GCY8VUIX34J,Pepperidge Farm Goldfish,Grocery,21.75,Personal Checking Account,20,10-02-2017,Lakoucun,China,airbnb.com,pay_id,success
TR1100889,233554937,Phoebe,GCY556JN4RK,Hostess Twinkies,Grocery,11.34,DinersClub ,16,10-02-2017,Lambesc,France,vimeo.com,pay_id,success
TR1100890,771538091,Tommie,GCY4PO2TPK,Iceberg Lettuce,Grocery,12.24,UnionPay ,23,10-02-2017,Minglanilla,Philippines,ytimg.com,pay_id,success
TR1100891,183786883,Caylee,GCY6WG4DROB,The Original Donut Shop Coffee,Grocery,5.45,Personal Checking Account,20,10-02-2017,Saint-Laurent-du-Var,France,abril.com.br,pay_id,success
TR1100892,541640984,Natalia,GCYAB261HPE,Hostess Snowballs,Grocery,37.76,JCB,19,10-02-2017,Baguio City,Philippines,sedo.com,pay_id,success
TR1100893,873550482,Elton,GCYS1J7CCPT,Maruchan Ramen Chicken,Grocery,20.71,Personal Checking Account,12,10-02-2017,DrÄƒgÄƒneÅŸti-Olt,Romania,google.com.br,pay_id,success
TR1100894,403053540,Armida,GCYT2PHYBB,10-lb Premium Brown Rice,Grocery,17.99,PrepaidCard,16,10-02-2017,Gardanne,France,oup.com,pay_id,success
TR1100895,425108683,Seth,GCYP2AAPT1,1 lb White Onions,Grocery,28.96,Crypto,14,10-02-2017,Narsingdi,Bangladesh,windows.net,pay_id,success
TR1100896,948038724,Susanna,GCYAB261HPE,Hostess Snowballs,Grocery,37.76,UnionPay ,7,10-02-2017,Las Cabras,Chile,groups.google.com,pay_id,success
TR1100897,482834410,Monica,GCY4VXIX34H,Starbucks Coffee Beans,Grocery,26.09,Discover ,17,10-02-2017,Al Wakrah,Qatar,ebay.co.uk,pay_id,success
TR1100898,960320653,Gregg,GCYAFBI2P8,Organic banana break mix ,Grocery,21.83,PrepaidCard,6,10-02-2017,Miaoli,Taiwan,yale.edu,pay_id,success
TR1100899,700026488,Gerald,GCY6JHV42AY,Kirkland Signature Protein Bars,Grocery,8.11,Bitcoin,10,10-02-2017,Correzzola,Italy,usc.edu,pay_id,success
TR1100900,213613867,Saul,GCY6WG4DROB,The Original Donut Shop Coffee,Grocery,5.45,Personal Checking Account,22,10-02-2017,East Falmouth,United States,google.ca,pay_id,success
TR1100901,586750089,Therese,GCYYBXANPT9,Lazza Super Crema Whole Bean Coffee,Grocery,6.30,Visa,7,10-02-2017,SimitÃ­,Colombia,gmail.com,pay_id,success
TR1100902,843413730,Weldon,GCY1LZLXC18,Haas Avocados 10-lb,Grocery,23.30,STAR,13,10-02-2017,Visalia,United States,washington.edu,pay_id,success
TR1100903,602741671,Isaac,GCYU8XI90F,Gerber Organic Kale Cereals,Grocery,14.68,Bitcoin,3,10-02-2017,Isola delle Femmine,Italy,slate.com,pay_id,success
TR1100904,384420111,Dock,GCYCY4ALY2D,Quest Nutrition Bars,Grocery,25.48,Personal Checking Account,22,10-02-2017,Dornhan,Germany,espn.com,pay_id,success
TR1100905,844542846,Leann,GCYR5G4VR0A,Phils Coffee Coffee Beans,Grocery,39.65,Personal Checking Account,10,10-02-2017,Kouli Kouara,Niger,abc.es,pay_id,success
TR1100906,234184327,Dean,GCYCY4ALY2D,Quest Nutrition Bars,Grocery,25.48,American Express,24,10-02-2017,Marlborough,United States,google.ca,pay_id,success
TR1100907,634594520,Rachel,GCYT2PHYBB,10-lb Premium Brown Rice,Grocery,17.99,UnionPay ,5,10-02-2017,Merauke,Indonesia,alter.com,pay_id,success
TR1100908,041198504,Margaret,GCYY4ARGVTY,Welch's Fruit Snacks,Grocery,6.06,Crypto,10,10-02-2017,Severnoye,Russia,w3.org,pay_id,success
TR1100909,338669211,Rubye,GCYKB0LM1KY,1 Liter Coca-Cola,Grocery,6.23,UnionPay ,19,10-02-2017,Kiryandongo,Uganda,tmz.com,pay_id,success
TR1100910,451501025,Juliana,GCYEMP0HGB,10-lb Quinoa ,Grocery,37.43,Visa,9,10-02-2017,Dielsdorf,Switzerland,sputniknews.com,pay_id,success
TR1100911,671908269,Jamin,GCYOAJ72C8T,Fruit Gushers,Grocery,32.11,Personal Checking Account,5,10-02-2017,Clawson,United States,play.google.com,pay_id,success
TR1100912,157658307,Rigoberto,GCYU8XI90F,Gerber Organic Kale Cereals,Grocery,14.68,Store Gift Card,22,10-02-2017,Tabocas do Brejo Velho,Brazil,usgs.gov,pay_id,success
TR1100913,433028244,Marcelino,GCYA82I9OK,Lays Barbeque Chips,Grocery,27.57,American Express,8,10-02-2017,Mount Pleasant,United States,nature.com,pay_id,success
TR1100914,991031875,Mayra,GCYOAJ72C8T,Fruit Gushers,Grocery,32.11,Discover ,1,10-02-2017,SÃ¼ÃŸen,Germany,plus.google.com,pay_id,success
TR1100915,632817458,Bart,GCYFXA5GVTY,Lays Sour Cream and Onion Chips,Grocery,39.57,Visa,21,10-02-2017,Jilava,Romania,huffingtonpost.com,pay_id,success
TR1100916,771595347,Robin,GCYR5G4VR0A,Phils Coffee Coffee Beans,Grocery,39.65,Master,3,10-02-2017,AraporÃ£,Brazil,berkeley.edu,pay_id,success
TR1100917,532232878,Dalia,GCYT2PHYBB,10-lb Premium Brown Rice,Grocery,17.99,NYCE,2,10-02-2017,ThÃ¡i BÃ¬nh,Vietnam,dan.com,pay_id,success
TR1100918,853426075,Abraham,GCY1LZLXC18,Haas Avocados 10-lb,Grocery,23.30,Visa,4,10-02-2017,Saint-Thibault-des-Vignes,France,globo.com,pay_id,success
TR1100919,200780977,Hannah,GCY4VXIX34H,Starbucks Coffee Beans,Grocery,26.09,Visa,9,10-02-2017,Lala Musa,Pakistan,asus.com,pay_id,success
TR1100920,646402625,Almira,GCYU8XI90F,Gerber Organic Kale Cereals,Grocery,14.68,E-wallet,21,10-02-2017,Saint-Renan,France,paypal.com,pay_id,success
TR1100921,094150022,Carly,GCYN1X027SK,Happy Baby Organic Infant Milk Powder,Grocery,33.31,STAR,24,10-02-2017,Beni Fouda,Algeria,sfgate.com,pay_id,success
TR1100922,486906106,Marjory,GCY8W60F7SG,Hostess Ding Dongs,Grocery,28.92,Discover ,21,10-02-2017,Madang,Papua New Guinea,thefreedictionary.com,pay_id,success
TR1100923,370861453,Ruby,GCYEMP0HGB,10-lb Quinoa ,Grocery,37.43,UnionPay ,23,10-02-2017,Huntington,United States,secureserver.net,pay_id,success
TR1100924,742343765,Robbie,GCYRLNJNHDE,Redbull,Grocery,9.62,Visa,6,10-02-2017,Oulad Rahal,Morocco,news.yahoo.com,pay_id,success
TR1100925,055898354,Roma,GCYXP0L5YKJ,Enfamil Infant Formula,Grocery,22.96,Master,1,10-02-2017,Hakone,Japan,engadget.com,pay_id,success
TR1100926,604640428,Kirby,GCYIWT4DR0P,Natierra Organize freeze-dried mango,Grocery,20.22,American Express,1,10-02-2017,Alcaudete,Spain,ads.google.com,pay_id,success
TR1100927,856959953,Eric,GCYS1J7CCPT,Maruchan Ramen Chicken,Grocery,20.71,Visa,24,10-02-2017,Daventry,United Kingdom,bbc.co.uk,pay_id,success
TR1100928,174845641,Alberto,GCYP2AAPT1,1 lb White Onions,Grocery,28.96,Personal Checking Account,1,10-02-2017,Oristano,Italy,ebay.co.uk,pay_id,success
TR1100929,612065462,Evelyn,GCYT2PHYBB,10-lb Premium Brown Rice,Grocery,17.99,PrepaidCard,22,10-02-2017,Owatonna,United States,kompas.com,pay_id,success
TR1100930,380607012,Buddie,GCY4VXIX34H,Starbucks Coffee Beans,Grocery,26.09,PrepaidCard,1,10-02-2017,Omutninsk,Russia,4shared.com,pay_id,success
TR1100931,106304010,Laurel,GCYAYTA8Y1D,Gerber Baby Formula,Grocery,26.41,JCB,4,10-02-2017,Cividate al Piano,Italy,cnbc.com,pay_id,success
TR1100932,424405662,Robin,GCYKB0LM1KY,1 Liter Coca-Cola,Grocery,6.23,DinersClub ,19,10-02-2017,Valenzuela,Philippines,ameblo.jp,pay_id,success
TR1100933,472235327,Leila,GCYSG87C2PT,Bluapple fruit bars ,Grocery,25.73,UnionPay ,16,10-02-2017,Alvechurch,United Kingdom,samsung.com,pay_id,success
TR1100934,768540178,Lambert,GCY6JHV42AY,Kirkland Signature Protein Bars,Grocery,8.11,Crypto,0,10-02-2017,Ephrata,United States,pnas.org,pay_id,success
TR1100935,930792561,Alice,GCYHB427HK,Lays Cheddar Chips,Grocery,32.96,PrepaidCard,1,10-02-2017,Maaseik,Belgium,googleusercontent.com,pay_id,success
TR1100936,941190842,Brittaney,GCY6JHV42AY,Kirkland Signature Protein Bars,Grocery,8.11,Bitcoin,21,10-02-2017,Dolores,Spain,cloudflare.com,pay_id,success
TR1100937,500795408,Cody,GCY8FX067SC,Monster Energy Drinks,Grocery,5.52,DinersClub ,16,10-02-2017,Culemborg,Netherlands,marketwatch.com,pay_id,success
TR1100938,138400757,Wally,GCYR5G4VR0A,Phils Coffee Coffee Beans,Grocery,39.65,Debit card,2,10-02-2017,Hirayama,Japan,yandex.com,pay_id,success
TR1100939,929244952,Carleen,GCYAYTA8Y1D,Gerber Baby Formula,Grocery,26.41,PrepaidCard,18,10-02-2017,Newman,Australia,hindustantimes.com,pay_id,success
TR1100940,350057036,Salvador,GCY8VUIX34J,Pepperidge Farm Goldfish,Grocery,21.75,PrepaidCard,24,10-02-2017,Matane,Canada,usda.gov,pay_id,success
TR1100941,616862037,Tresa,GCY4VXIX34H,Starbucks Coffee Beans,Grocery,26.09,Visa,16,10-02-2017,Palmanova,Italy,who.int,pay_id,success
TR1100942,009211898,Kaye,GCYT2PHYBB,10-lb Premium Brown Rice,Grocery,17.99,Debit card,17,10-02-2017,Wambrechies,France,newsweek.com,pay_id,success
TR1100943,359497270,Barron,GCYBP776CF8,Frito Scoops,Grocery,16.43,Store Gift Card,7,10-02-2017,Yarkovo,Russia,support.google.com,pay_id,success
TR1100944,826760921,Lanny,GCYA82I9OK,Lays Barbeque Chips,Grocery,27.57,PrepaidCard,3,10-02-2017,PÃ´rto Xavier,Brazil,mirror.co.uk,pay_id,success
TR1100945,807360922,Reba,GCYU89W9OP,Bounty Quick-Size Paper Towels,Grocery,10.51,American Express,20,10-02-2017,Venafro,Italy,zdf.de,pay_id,success
TR1100946,019822990,Henry,GCYOAJ72C8T,Fruit Gushers,Grocery,32.11,NYCE,13,10-02-2017,Frodsham,United Kingdom,storage.googleapis.com,pay_id,success
TR1100947,515436800,Freddie,GCY8VUIX34J,Pepperidge Farm Goldfish,Grocery,21.75,Debit card,6,10-02-2017,Cocieri,Moldova,sendspace.com,pay_id,success
TR1100948,953832691,Marleen,GCY484O8TPI,JiF Creamy Peanut Butter,Grocery,20.06,JCB,0,10-02-2017,Miracema do Tocantins,Brazil,scribd.com,pay_id,success
TR1100949,241710818,Cathey,GCYA82I9OK,Lays Barbeque Chips,Grocery,27.57,Debit card,21,10-02-2017,Yicheng,China,ebay.co.uk,pay_id,success
TR1100950,854104049,Jaqueline,GCY1LZLXC18,Haas Avocados 10-lb,Grocery,23.30,Bitcoin,17,10-02-2017,Richmond Hill,United States,plesk.com,pay_id,success
TR1100951,782028057,James,GCYAFBI2P8,Organic banana break mix ,Grocery,21.83,American Express,1,10-02-2017,Fair Lawn,United States,researchgate.net,pay_id,success
TR1100952,813096509,Kyla,GCY30BYNO6K,365 Whole Foods Organize Snap Peas,Grocery,10.48,Personal Checking Account,8,10-02-2017,Paradise,United States,pnas.org,pay_id,success
TR1100953,382040749,Jan,GCYBP776CF8,Frito Scoops,Grocery,16.43,Master,1,10-02-2017,Radomyshl,Ukraine,mashable.com,pay_id,success
TR1100954,971779858,Ike,GCY40BJN4IK,GoMacro MacroBars,Grocery,20.36,Discover ,20,10-02-2017,Warragul,Australia,amazon.ca,pay_id,success
TR1100955,507041909,Esther,GCYP2AAPT1,1 lb White Onions,Grocery,28.96,DinersClub ,11,10-02-2017,Songnim,Korea,vk.com,pay_id,success
TR1100956,358338488,Joesph,GCYBP776CF8,Frito Scoops,Grocery,16.43,Visa,13,10-02-2017,Frei Miguelinho,Brazil,mozilla.com,pay_id,success
TR1100957,818165226,Guy,GCYU8XI90F,Gerber Organic Kale Cereals,Grocery,14.68,NYCE,19,10-02-2017,Isola Capo Rizzuto,Italy,businessinsider.com,pay_id,success
TR1100958,807067570,Emmons,GCY4S4I9TPX,Think Protein Bars,Grocery,38.52,Master,21,10-02-2017,Ville-dâ€™Avray,France,zoom.us,pay_id,success
TR1100959,078221106,Mercedes,GCY556JN4RK,Hostess Twinkies,Grocery,11.34,E-wallet,23,10-02-2017,PÃ¤lkÃ¤ne,Finland,goo.gl,pay_id,success
TR1100960,806690506,Sula,GCYNLNRN25E,Freshproduce Protein Bars,Grocery,36.62,American Express,19,10-02-2017,Esashi,Japan,windows.net,pay_id,success
TR1100961,725275126,Aimee,GCYHB427HK,Lays Cheddar Chips,Grocery,32.96,Store Gift Card,7,10-02-2017,Tumut,Australia,sky.com,pay_id,success
